artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
JAY-Z,Izzo (H.O.V.A.),240626,TRUE,2001,63,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411,hip hop
Jennifer Lopez,Ain't It Funny,246160,FALSE,2001,0,0.707,0.869,5,-4.525,0,0.0481,0.104,0.000121,0.0813,0.621,99.825,"hip hop, pop, R&B"
Jennifer Lopez,Play,211493,TRUE,2001,57,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,"hip hop, pop, R&B"
Jennifer Lopez,Love Don't Cost a Thing,221226,FALSE,2001,67,0.786,0.842,4,-5.115,0,0.0707,0.00305,3.54E-06,0.473,0.685,97.577,"hip hop, pop, R&B"
Jennifer Lopez,I'm Real (feat. Ja Rule) - Murder Remix,262133,TRUE,2001,66,0.708,0.587,11,-7.93,0,0.151,0.273,0.0,0.0718,0.554,83.46,"hip hop, pop, R&B"
Jessica Simpson,Irresistible,194026,FALSE,2001,43,0.657,0.965,8,-2.771,0,0.0556,0.0285,8.84E-05,0.0552,0.669,93.013,"pop, R&B"
Jimmy Eat World,The Middle,165853,FALSE,2001,78,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,"rock, pop"
Kylie Minogue,Can't Get You out of My Head,230640,FALSE,2001,73,0.766,0.563,9,-7.516,0,0.0339,0.0263,0.683,0.115,0.964,126.007,"pop, Dance/Electronic"
Kylie Minogue,In Your Eyes,197826,FALSE,2001,62,0.689,0.894,6,-6.342,0,0.0672,0.133,4.72E-05,0.0681,0.709,123.971,"pop, Dance/Electronic"
Kylie Minogue,Love at First Sight,238266,FALSE,2001,55,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.051,0.0533,0.48,124.994,"pop, Dance/Electronic"
Lasgo,Something,220973,FALSE,2001,65,0.643,0.981,7,-6.644,0,0.0439,0.0271,8.93E-05,0.11,0.38,140.01,pop
LeAnn Rimes,I Need You,229826,FALSE,2001,61,0.478,0.736,7,-7.124,1,0.0367,0.02,9.58E-05,0.118,0.564,144.705,"pop, country"
LeAnn Rimes,Can't Fight The Moonlight,215506,FALSE,2001,65,0.628,0.834,6,-6.341,0,0.0497,0.403,0.0,0.051,0.626,97.865,"pop, country"
Ludacris,Rollout (My Business),296586,TRUE,2001,60,0.921,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.059,"hip hop, pop"
Mariah Carey,Loverboy,229173,FALSE,2001,42,0.721,0.79,1,-4.125,1,0.124,0.183,0.0,0.1,0.821,103.141,"pop, R&B"
Mary J. Blige,Family Affair,265866,FALSE,2001,76,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12E-05,0.0863,0.969,92.887,"pop, R&B"
Mary J. Blige,No More Drama,326240,FALSE,2001,61,0.653,0.837,6,-6.818,0,0.124,0.534,7.12E-05,0.0784,0.64,97.914,"pop, R&B"
Mary J. Blige,Rainy Dayz,276373,FALSE,2001,32,0.412,0.667,6,-6.997,1,0.229,0.195,0.0,0.305,0.533,68.942,"pop, R&B"
Michael Jackson,You Rock My World,337733,FALSE,2001,64,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0,"pop, R&B"
Michelle Branch,All You Wanted,217680,FALSE,2001,60,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,"pop, Folk/Acoustic"
Missy Elliott,One Minute Man (feat. Ludacris),252986,TRUE,2001,57,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97E-06,0.152,0.57,93.839,"hip hop, pop, R&B"
Missy Elliott,Get Ur Freak On,211120,TRUE,2001,68,0.797,0.75,0,-9.369,1,0.247,0.533,0.108,0.095,0.74,177.87,"hip hop, pop, R&B"
Missy Elliott,4 My People (feat. Eve),289373,TRUE,2001,49,0.969,0.701,1,-7.503,1,0.156,0.14,0.00161,0.201,0.905,121.392,"hip hop, pop, R&B"
Modjo,Lady - Hear Me Tonight,307153,FALSE,2001,77,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,Dance/Electronic
Nickelback,How You Remind Me,223840,FALSE,2001,78,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,"rock, metal"
No Doubt,Underneath It All,302720,FALSE,2001,27,0.729,0.731,4,-4.822,1,0.0684,0.232,1.57E-06,0.391,0.839,138.202,"rock, pop"
No Doubt,Hella Good,242586,FALSE,2001,26,0.771,0.665,8,-3.954,1,0.035,0.0135,0.0123,0.0903,0.844,115.142,"rock, pop"
No Doubt,Hey Baby,207040,FALSE,2001,24,0.705,0.872,11,-3.557,0,0.125,0.0602,0.0,0.228,0.746,93.63,"rock, pop"
Outkast,The Whole World (feat. Killer Mike),295346,TRUE,2001,51,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32E-06,0.0288,0.717,184.682,"hip hop, pop"
P!nk,Get the Party Started,192533,FALSE,2001,68,0.802,0.903,11,-3.267,0,0.046,0.0011,0.0,0.173,0.96,128.93,pop
P!nk,Don't Let Me Get Me - Radio Edit,210693,FALSE,2001,60,0.624,0.85,0,-4.754,0,0.0756,0.00234,0.0,0.0621,0.615,98.525,pop
P.O.D.,Youth of the Nation,256240,FALSE,2001,69,0.563,0.86,8,-7.533,1,0.0621,0.00834,0.0106,0.39,0.517,97.867,"rock, metal"
Puddle Of Mudd,She Hates Me,216760,TRUE,2001,70,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,"rock, metal"
Puddle Of Mudd,Blurry,303920,FALSE,2001,64,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469,"rock, metal"
Robbie Williams,Eternity,302760,FALSE,2001,48,0.469,0.316,10,-8.106,1,0.0265,0.504,6.04E-06,0.0919,0.199,77.967,"pop, rock"
Robbie Williams,Somethin' Stupid,170493,FALSE,2001,64,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62E-06,0.174,0.677,106.191,"pop, rock"
Rui Da Silva,Touch Me (Radio Edit) [feat. Cassandra],213133,FALSE,2001,54,0.464,0.922,0,-8.399,1,0.0638,0.124,0.227,0.0546,0.695,129.078,Dance/Electronic
S Club 7,Don't Stop Movin',233626,FALSE,2001,63,0.822,0.672,7,-6.133,1,0.0329,0.0285,0.0,0.213,0.91,117.033,pop
S Club 7,Have You Ever,201533,FALSE,2001,60,0.585,0.702,0,-5.734,1,0.0325,0.538,0.0,0.216,0.51,139.909,pop
Shakira,"Whenever, Wherever",196160,FALSE,2001,74,0.794,0.832,1,-4.862,0,0.0407,0.237,1.14E-05,0.203,0.871,107.657,"pop, latin"
Shakira,Underneath Your Clothes,224066,FALSE,2001,64,0.616,0.597,8,-5.328,1,0.0415,0.691,0.0,0.104,0.362,165.508,"pop, latin"
So Solid Crew,21 Seconds,302826,TRUE,2001,51,0.607,0.637,1,-11.072,1,0.241,0.0191,0.0,0.124,0.818,137.03,Dance/Electronic
Staind,It's Been Awhile,264706,TRUE,2001,64,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,"rock, metal"
Sunshine Anderson,Heard It All Before,295826,FALSE,2001,56,0.697,0.925,3,-4.209,0,0.216,0.0614,0.0,0.095,0.678,96.951,"pop, R&B"
The Calling,Wherever You Will Go,208600,FALSE,2001,72,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,pop
The Supermen Lovers,Starlight - Radio Edit,234400,FALSE,2001,61,0.739,0.679,0,-5.079,1,0.0373,0.000424,0.0187,0.389,0.786,127.487,Dance/Electronic
Train,Drops of Jupiter (Tell Me),259933,FALSE,2001,77,0.481,0.638,0,-5.862,1,0.0276,0.153,0.0,0.154,0.497,79.064,pop
Travis,Sing,228800,FALSE,2001,68,0.33,0.905,4,-5.047,1,0.0497,0.000233,8.14E-06,0.0712,0.259,163.142,"rock, pop"
Trick Daddy,I'm a Thug,254400,TRUE,2001,59,0.933,0.561,11,-5.961,1,0.122,0.0275,0.0,0.102,0.586,139.976,"hip hop, pop"
Usher,U Don't Have to Call,269400,TRUE,2001,59,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57E-05,0.0304,0.806,100.005,"hip hop, pop, R&B"
3 Doors Down,When I'm Gone,260333,FALSE,2002,67,0.53,0.768,7,-5.611,1,0.0284,0.00385,0.0,0.103,0.374,148.095,"pop, rock, metal"
3 Doors Down,Here Without You,238733,FALSE,2002,74,0.557,0.533,10,-6.817,0,0.0252,0.0492,0.0,0.205,0.233,143.994,"pop, rock, metal"
Aaliyah,Try Again,284000,FALSE,2002,53,0.797,0.622,6,-5.642,0,0.29,0.0807,0.0,0.0841,0.731,93.02,"hip hop, pop, R&B"
Aaliyah,More Than A Woman,230346,FALSE,2002,42,0.646,0.638,11,-5.803,1,0.0787,0.0556,0.0014,0.182,0.74,86.994,"hip hop, pop, R&B"
Aaliyah,Miss You - Main,245240,FALSE,2002,36,0.602,0.34,10,-9.867,1,0.0375,0.618,0.0,0.234,0.511,109.598,"hip hop, pop, R&B"
Alanis Morissette,Hands Clean,269400,FALSE,2002,57,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83E-06,0.504,0.52,99.952,"pop, Folk/Acoustic"
Ashanti,Baby,265706,TRUE,2002,55,0.567,0.58,4,-5.757,0,0.223,0.0084,5.37E-06,0.0342,0.46,157.596,"hip hop, pop, R&B"
Ashanti,Happy,262226,TRUE,2002,61,0.727,0.515,2,-6.553,0,0.0289,0.241,3.74E-06,0.124,0.695,89.488,"hip hop, pop, R&B"
Ashanti,Foolish,227386,TRUE,2002,70,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,"hip hop, pop, R&B"
Atomic Kitten,The Tide Is High - Radio Mix,206093,FALSE,2002,65,0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997,pop
Audioslave,Like a Stone,293960,FALSE,2002,75,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,"rock, metal"
Avril Lavigne,Complicated,244506,FALSE,2002,78,0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74E-06,0.3,0.427,77.987,pop
Avril Lavigne,Sk8er Boi,204000,FALSE,2002,75,0.487,0.9,0,-4.417,1,0.0482,6.79E-05,0.0,0.358,0.484,149.937,pop
Avril Lavigne,I'm with You,223066,FALSE,2002,70,0.457,0.406,9,-7.462,1,0.0291,0.08,0.0,0.117,0.208,151.95,pop
B2K,Uh Huh,223293,FALSE,2002,49,0.855,0.681,2,-4.955,1,0.0688,0.0881,3.7E-06,0.0592,0.908,99.699,"hip hop, pop, R&B"
Big Tymers,Still Fly,335613,TRUE,2002,64,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97E-06,0.339,0.56,177.928,"hip hop, pop"
Blue,One Love,207186,FALSE,2002,60,0.683,0.722,8,-4.039,0,0.0358,0.0243,4.2E-05,0.35,0.854,95.012,pop
Brandy,Another Day in Paradise - R&B-Version,271626,FALSE,2002,50,0.7,0.787,6,-5.176,0,0.0327,0.00666,3.68E-05,0.0724,0.556,102.043,"hip hop, pop, R&B"
Brandy,What About Us?,253200,FALSE,2002,43,0.686,0.698,5,-2.942,0,0.223,0.263,0.0,0.39,0.748,93.118,"hip hop, pop, R&B"
Brandy,Full Moon,248933,FALSE,2002,52,0.611,0.654,10,-4.823,0,0.139,0.372,0.00432,0.0926,0.609,105.922,"hip hop, pop, R&B"
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,TRUE,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,"hip hop, pop"
Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,TRUE,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,"hip hop, pop"
Cam’ron,Oh Boy,204706,TRUE,2002,67,0.754,0.767,6,-5.586,1,0.145,0.0216,0.0,0.172,0.828,83.014,"hip hop, pop"
Charli Baltimore,Down 4 U,318213,TRUE,2002,47,0.64,0.59,7,-7.442,1,0.32,0.252,0.0,0.665,0.519,83.133,pop
Christina Aguilera,Dirrty (feat. Redman),298853,FALSE,2002,68,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,pop
Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),255266,FALSE,2002,61,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,pop
Christina Aguilera,Fighter,245960,FALSE,2002,67,0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899,pop
Coldplay,Clocks,307879,FALSE,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,"rock, pop"
Coldplay,In My Place,226680,FALSE,2002,72,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95E-06,0.298,0.193,144.636,"rock, pop"
Coldplay,Clocks,307879,FALSE,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,"rock, pop"
Craig David,Rise & Fall (feat. Sting),287226,FALSE,2002,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373,"hip hop, pop, R&B"
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,162333,FALSE,2002,46,0.836,0.762,7,-5.044,0,0.0598,0.0826,5.48E-05,0.102,0.941,133.592,pop
Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,161240,FALSE,2002,56,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592,pop
Daniel Bedingfield,If You're Not The One,257026,FALSE,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,pop
Daniel Bedingfield,If You're Not The One,257026,FALSE,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,pop
Dirty Vegas,Days Go By,432146,FALSE,2002,48,0.786,0.853,9,-8.274,0,0.0688,0.0499,0.0872,0.35,0.309,126.99,Dance/Electronic
Disturbing Tha Peace,Move Bitch,272293,TRUE,2002,59,0.777,0.751,1,-5.692,1,0.133,0.245,0.0,0.1,0.191,177.894,"hip hop, pop"
DJ Sammy,Heaven,233600,FALSE,2002,63,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,pop
Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,FALSE,2002,60,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,"rock, easy listening"
Eminem,Without Me,290320,TRUE,2002,87,0.908,0.669,7,-2.827,1,0.0738,0.00286,0.0,0.237,0.662,112.238,hip hop
Eminem,'Till I Collapse,297786,TRUE,2002,85,0.548,0.847,1,-3.237,1,0.186,0.0622,0.0,0.0816,0.1,171.447,hip hop
Eminem,Cleanin' Out My Closet,297840,TRUE,2002,71,0.908,0.758,9,-4.753,0,0.174,0.0687,0.0,0.0783,0.87,148.015,hip hop
Eminem,Sing For The Moment,339546,TRUE,2002,71,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05E-06,0.0426,0.185,163.961,hip hop
Eve,Gangsta Lovin',239266,TRUE,2002,58,0.723,0.84,1,-3.523,0,0.0608,0.0619,0.0,0.0945,0.827,94.332,"hip hop, pop, R&B"
Floetry,Say Yes,268373,FALSE,2002,57,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42E-06,0.113,0.428,117.901,"hip hop, pop, R&B"
Good Charlotte,Lifestyles of the Rich & Famous,190173,FALSE,2002,68,0.62,0.93,1,-3.685,1,0.0374,0.00043,0.0,0.0686,0.609,106.22,"rock, metal"
Holly Valance,Kiss Kiss,204400,FALSE,2002,54,0.705,0.717,4,-4.944,0,0.125,0.00369,0.461,0.0701,0.554,97.036,"pop, Dance/Electronic"
Ja Rule,Mesmerize,278693,TRUE,2002,61,0.769,0.646,1,-6.653,1,0.199,0.0566,0.0,0.406,0.433,90.079,"hip hop, pop, R&B"
Jaheim,Put That Woman First,245773,TRUE,2002,55,0.649,0.536,5,-8.804,0,0.132,0.492,0.0,0.184,0.513,78.935,"pop, R&B"
JAY-Z,03' Bonnie & Clyde,205560,TRUE,2002,71,0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64,hip hop
JAY-Z,Excuse Me Miss,281240,TRUE,2002,56,0.714,0.862,6,-5.531,1,0.286,0.0305,0.0,0.0884,0.887,92.849,hip hop
Jennifer Lopez,I'm Gonna Be Alright (feat. Nas),172240,FALSE,2002,53,0.718,0.69,10,-4.382,0,0.265,0.106,0.0,0.271,0.774,93.401,"hip hop, pop, R&B"
Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,FALSE,2002,70,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04E-06,0.0575,0.96,100.0,"hip hop, pop, R&B"
Jennifer Lopez,All I Have (feat. LL Cool J),254466,FALSE,2002,60,0.701,0.669,1,-5.265,1,0.107,0.271,0.0,0.158,0.446,83.066,"hip hop, pop, R&B"
Junior Senior,Move Your Feet,181826,FALSE,2002,67,0.747,0.904,9,-2.623,1,0.0803,0.046,0.106,0.203,0.846,118.877,pop
Justin Timberlake,Like I Love You,283626,FALSE,2002,62,0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,pop
Justin Timberlake,Rock Your Body,267266,FALSE,2002,76,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,pop
Justin Timberlake,Cry Me a River,288333,FALSE,2002,73,0.624,0.654,8,-6.582,0,0.183,0.577,0.0,0.104,0.564,73.898,pop
Kelly Rowland,Stole,249293,FALSE,2002,54,0.649,0.718,7,-4.984,0,0.0594,0.00676,4.26E-06,0.174,0.477,79.993,"hip hop, pop, R&B"
Las Ketchup,The Ketchup Song (Aserejé) - Spanglish Version,213973,FALSE,2002,66,0.607,0.923,1,-6.777,1,0.0948,0.0193,1.1E-06,0.0924,0.868,184.819,set()
Lil Jon & The East Side Boyz,Get Low,324600,FALSE,2002,47,0.78,0.604,1,-8.019,1,0.0396,0.022,0.0,0.194,0.12,101.043,"hip hop, pop"
LL Cool J,Luv U Better,287000,FALSE,2002,2,0.668,0.806,6,-3.9,1,0.239,0.232,0.0,0.18,0.721,95.022,"hip hop, pop, R&B"
Maroon 5,This Love,206200,FALSE,2002,77,0.712,0.862,5,-4.612,0,0.0378,0.0525,0.0,0.093,0.809,95.051,pop
Matchbox Twenty,Unwell,228706,FALSE,2002,63,0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718,"pop, rock"
Missy Elliott,Work It,263226,TRUE,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,"hip hop, pop, R&B"
Missy Elliott,Gossip Folks (feat. Ludacris),234893,TRUE,2002,57,0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732,"hip hop, pop, R&B"
Missy Elliott,Work It,263226,TRUE,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,"hip hop, pop, R&B"
Musiq Soulchild,Halfcrazy,254493,FALSE,2002,58,0.412,0.77,11,-6.057,0,0.18,0.462,1.5E-06,0.0485,0.418,101.955,"pop, R&B"
N.O.R.E.,Nothin',264653,TRUE,2002,58,0.791,0.863,3,-6.118,0,0.151,0.317,1.13E-06,0.27,0.742,97.035,"hip hop, pop"
Nas,I Can,253720,FALSE,2002,58,0.837,0.885,6,-3.914,0,0.182,0.103,0.0,0.0666,0.694,95.313,hip hop
Nelly,Dilemma,289160,TRUE,2002,77,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,"hip hop, pop, R&B"
Nelly,Hot In Herre,228240,TRUE,2002,75,0.956,0.745,11,-4.753,0,0.12,0.206,0.0,0.0615,0.912,107.075,"hip hop, pop, R&B"
Nelly,Air Force Ones,304000,TRUE,2002,61,0.784,0.459,4,-9.74,0,0.317,0.0847,0.0,0.079,0.618,164.062,"hip hop, pop, R&B"
Red Hot Chili Peppers,Can't Stop,269000,FALSE,2002,80,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,rock
Red Hot Chili Peppers,By the Way,216933,FALSE,2002,73,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,rock
Ronan Keating,If Tomorrow Never Comes,214306,FALSE,2002,60,0.555,0.496,10,-6.136,1,0.028,0.333,0.0,0.0956,0.27,79.01,"pop, rock"
Sean Paul,Gimme the Light,228000,TRUE,2002,59,0.778,0.761,2,-5.529,1,0.0525,0.141,4.61E-05,0.0441,0.923,107.288,"hip hop, pop"
Sean Paul,Get Busy,211666,FALSE,2002,74,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,"hip hop, pop"
Sean Paul,Like Glue,232506,FALSE,2002,61,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,"hip hop, pop"
Sean Paul,I'm Still in Love with You (feat. Sasha),273360,FALSE,2002,68,0.765,0.666,7,-5.384,1,0.172,0.102,0.0,0.116,0.756,87.002,"hip hop, pop"
Sophie Ellis-Bextor,Murder On The Dancefloor,230013,FALSE,2002,62,0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16E-05,0.313,0.863,117.31,"pop, Dance/Electronic"
Sugababes,Round Round,236426,FALSE,2002,59,0.74,0.845,6,-3.802,0,0.0338,0.00287,6.23E-06,0.115,0.749,126.607,"pop, R&B"
Sugababes,Freak Like Me,195866,FALSE,2002,45,0.517,0.919,5,-3.451,1,0.0925,0.0996,1.81E-06,0.557,0.387,91.868,"pop, R&B"
The Goo Goo Dolls,Here Is Gone,238173,FALSE,2002,56,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192,"pop, rock"
The Roots,The Seed (2.0),267933,TRUE,2002,63,0.758,0.957,7,-2.281,1,0.0357,0.039,0.0,0.133,0.966,111.121,hip hop
Trapt,Headstrong,285569,TRUE,2002,72,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78E-06,0.189,0.534,184.981,"rock, metal"
Truth Hurts,Addictive,226440,TRUE,2002,58,0.701,0.677,11,-6.591,0,0.147,0.0737,0.000162,0.187,0.367,99.271,"pop, R&B"
Tweet,Oops (Oh My) [feat. Missy Elliott],237800,TRUE,2002,64,0.66,0.536,10,-8.786,0,0.29,0.233,0.00669,0.111,0.775,159.963,"hip hop, pop, R&B"
Tyrese,How You Gonna Act Like That,294693,FALSE,2002,60,0.733,0.521,3,-3.657,0,0.0457,0.107,0.0,0.0692,0.525,112.913,"hip hop, pop, R&B"
Vanessa Carlton,A Thousand Miles,237493,FALSE,2002,75,0.56,0.825,11,-3.862,1,0.0379,0.323,0.0,0.161,0.268,94.931,"Folk/Acoustic, pop"
50 Cent,In Da Club,193466,TRUE,2003,81,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,"hip hop, pop"
50 Cent,P.I.M.P.,249480,TRUE,2003,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35E-06,0.0368,0.848,84.722,"hip hop, pop"
50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,TRUE,2003,57,0.802,0.863,1,-3.552,1,0.2,0.0199,0.0,0.141,0.873,81.008,"hip hop, pop"
50 Cent,21 Questions,224440,TRUE,2003,72,0.646,0.813,6,-3.846,0,0.299,0.349,9.37E-05,0.0427,0.895,92.729,"hip hop, pop"
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),284160,FALSE,2003,55,0.663,0.465,8,-9.711,0,0.0317,0.555,0.00183,0.125,0.279,127.932,"pop, R&B"
Alicia Keys,You Don't Know My Name,366733,FALSE,2003,61,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,"pop, R&B"
Alicia Keys,Karma,256000,FALSE,2003,50,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0348,0.687,85.098,"pop, R&B"
Amanda Perez,Angel,218760,FALSE,2003,48,0.638,0.54,0,-6.849,1,0.0473,0.506,0.0,0.157,0.352,143.772,"pop, R&B"
Ashanti,Rain On Me,297960,FALSE,2003,50,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89E-06,0.0757,0.509,83.701,"hip hop, pop, R&B"
Ashanti,Rock Wit U (Awww Baby),209120,FALSE,2003,65,0.71,0.797,4,-3.006,0,0.0582,0.408,0.0,0.16,0.849,94.998,"hip hop, pop, R&B"
Avant,Read Your Mind,263506,FALSE,2003,56,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13E-06,0.0974,0.695,73.108,"pop, R&B"
B2K,"Bump, Bump, Bump (feat. P. Diddy)",282773,FALSE,2003,62,0.835,0.68,1,-6.02,0,0.21,0.1,0.0,0.049,0.889,95.508,"hip hop, pop, R&B"
Baby Bash,Suga Suga,239026,FALSE,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43E-06,0.0841,0.535,82.331,"hip hop, pop, R&B, latin"
Baby Bash,Suga Suga,239026,FALSE,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43E-06,0.0841,0.535,82.331,"hip hop, pop, R&B, latin"
Basement Jaxx,Good Luck,282306,FALSE,2003,0,0.571,0.968,5,-3.092,1,0.162,0.0649,3.07E-06,0.592,0.313,154.07,"pop, Dance/Electronic"
Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,FALSE,2003,66,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017,"pop, Dance/Electronic"
Beyoncé,Crazy In Love (feat. Jay-Z),236133,FALSE,2003,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,"pop, R&B"
Beyoncé,Baby Boy (feat. Sean Paul),244826,FALSE,2003,63,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16E-06,0.221,0.791,91.025,"pop, R&B"
Beyoncé,Naughty Girl,208600,FALSE,2003,63,0.735,0.466,6,-8.65,0,0.0857,0.239,6.24E-06,0.102,0.643,99.973,"pop, R&B"
Beyoncé,"Me, Myself and I",301133,FALSE,2003,62,0.75,0.458,1,-9.092,1,0.0803,0.226,3.25E-05,0.137,0.536,83.61,"pop, R&B"
Black Eyed Peas,Where Is The Love?,272533,FALSE,2003,68,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,"hip hop, pop"
Black Eyed Peas,Shut Up,296186,FALSE,2003,56,0.81,0.714,2,-3.966,1,0.243,0.0637,0.0,0.237,0.561,112.968,"hip hop, pop"
Black Eyed Peas,Hey Mama,214893,TRUE,2003,49,0.86,0.866,4,-6.345,0,0.232,0.104,1.42E-06,0.584,0.933,100.15,"hip hop, pop"
Blue,U Make Me Wanna - Radio Edit,222400,FALSE,2003,48,0.6,0.736,7,-6.228,1,0.0329,0.325,0.0,0.137,0.848,158.108,pop
Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,223773,FALSE,2003,59,0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046,pop
Britney Spears,Toxic,198800,FALSE,2003,81,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,pop
Britney Spears,Everytime,230306,FALSE,2003,63,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57E-05,0.116,0.114,109.599,pop
